BGN,2022-12-01,2022-12-31,2.2746
BGN,2023-01-01,2023-01-31,2.2787
BGN,2023-02-01,2023-02-28,2.2376
BGN,2023-03-01,2023-03-31,2.1989
BGN,2023-04-01,2023-04-30,2.2168
BGN,2023-05-01,2023-05-31,2.222
BGN,2023-06-01,2023-06-30,2.2454
BHD,2020-01-01,2020-01-31,0.4928
BHD,2020-02-01,2020-02-29,0.4955
BHD,2020-03-01,2020-03-31,0.4883
BHD,2020-04-01,2020-04-30,0.44
BHD,2020-05-01,2020-05-31,0.46
BHD,2020-06-01,2020-06-30,0.463
BHD,2020-07-01,2020-07-31,0.4728
BHD,2020-08-01,2020-08-31,0.48
BHD,2020-09-01,2020-09-30,0.497
BHD,2020-10-01,2020-10-31,0.4813
BHD,2020-11-01,2020-11-30,0.4963
BHD,2020-12-01,2020-12-31,0.5017
BHD,2021-01-01,2021-01-31,0.5089
BHD,2021-02-01,2021-02-28,0.5139
BHD,2021-03-01,2021-03-31,0.5298
BHD,2021-04-01,2021-04-30,0.5174
BHD,2021-05-01,2021-05-31,0.5251
BHD,2021-06-01,2021-06-30,0.5333
BHD,2021-07-01,2021-07-31,0.5266
BHD,2021-08-01,2021-08-31,0.5155
BHD,2021-09-01,2021-09-30,0.5187
BHD,2021-10-01,2021-10-31,0.5144
BHD,2021-11-01,2021-11-30,0.5208
BHD,2021-12-01,2021-12-31,0.5077
BHD,2022-01-01,2022-01-31,0.4983
BHD,2022-02-01,2022-02-28,0.5137
BHD,2022-03-01,2022-03-31,0.5119
BHD,2022-04-01,2022-04-30,0.4982
BHD,2022-05-01,2022-05-31,0.4919
BHD,2022-06-01,2022-06-30,0.4679
BHD,2022-07-01,2022-07-31,0.4641
BHD,2022-08-01,2022-08-31,0.4523
BHD,2022-09-01,2022-09-30,0.4457
BHD,2022-10-01,2022-10-31,0.4272
BHD,2022-11-01,2022-11-30,0.4246
BHD,2022-12-01,2022-12-31,0.4548
BHD,2023-01-01,2023-01-31,0.4677
BHD,2023-02-01,2023-02-28,0.4671
BHD,2023-03-01,2023-03-31,0.4524
BHD,2023-04-01,2023-04-30,0.4613
BHD,2023-05-01,2023-05-31,0.4694
BHD,2023-06-01,2023-06-30,0.4662
BIF,2020-01-01,2020-01-31,2455.03
BIF,2020-02-01,2020-02-29,2472.74
BIF,2020-03-01,2020-03-31,2442.17
BIF,2020-04-01,2020-04-30,2230.35
BIF,2020-05-01,2020-05-31,2352.6
BIF,2020-06-01,2020-06-30,2346.29
BIF,2020-07-01,2020-07-31,2396.38
BIF,2020-08-01,2020-08-31,2452.98
BIF,2020-09-01,2020-09-30,2543.81
BIF,2020-10-01,2020-10-31,2465.26
BIF,2020-11-01,2020-11-30,2546.59
BIF,2020-12-01,2020-12-31,2578.41
BIF,2021-01-01,2021-01-31,2623.8
BIF,2021-02-01,2021-02-28,2659.52
BIF,2021-03-01,2021-03-31,2755.41
BIF,2021-04-01,2021-04-30,2682.01
BIF,2021-05-01,2021-05-31,2727.91
BIF,2021-06-01,2021-06-30,2790.19
BIF,2021-07-01,2021-07-31,2765.86
BIF,2021-08-01,2021-08-31,2711.64
BIF,2021-09-01,2021-09-30,2729.24
BIF,2021-10-01,2021-10-31,2711.09
BIF,2021-11-01,2021-11-30,2747.73
BIF,2021-12-01,2021-12-31,2680.72
BIF,2022-01-01,2022-01-31,2634.4012
BIF,2022-02-01,2022-02-28,2733.9764
BIF,2022-03-01,2022-03-31,2732.1001
BIF,2022-04-01,2022-04-30,2655.6045
BIF,2022-05-01,2022-05-31,2627.768
BIF,2022-06-01,2022-06-30,2496.1522
BIF,2022-07-01,2022-07-31,2511.048
BIF,2022-08-01,2022-08-31,2438.2786
BIF,2022-09-01,2022-09-30,2417.401
BIF,2022-10-01,2022-10-31,2324.0794
BIF,2022-11-01,2022-11-30,2318.224
BIF,2022-12-01,2022-12-31,2496.7748
BIF,2023-01-01,2023-01-31,2551.9194
BIF,2023-02-01,2023-02-28,2558.9551
BIF,2023-03-01,2023-03-31,2472.4257
BIF,2023-04-01,2023-04-30,2543.2932
BIF,2023-05-01,2023-05-31,2591.7815
BIF,2023-06-01,2023-06-30,3484.0389
